"p","q10","q50","q90","mean_test"
0.62475,0.274623233190758,1.90304217119275,0.824857272988939,1.90945584332428
0.628908333333333,0.260292976985667,1.86902346676545,0.855137798760368,1.89885275854084
0.633066666666667,0.246503126279861,1.83437026417672,0.88617353729012,1.88751468079339
0.637225,0.233243880068126,1.79912432910469,0.917968079679125,1.8754512663372
0.641383333333333,0.220505130374399,1.76332802083787,0.950524253410431,1.86267298867144
0.645541666666667,0.208276487889112,1.72702422906306,0.98384407890216,1.84919113345479
0.6497,0.196547307237259,1.69025630954522,1.01792872474629,1.835017792465
0.653858333333333,0.185306711852999,1.6530680187752,1.05277846161013,1.82016585659536
0.658016666666667,0.17454361843752,1.61550344766387,1.08839261477711,1.80464900788236
0.662175,0.164246760977807,1.57760695436305,1.12476951530339,1.78848171055842
0.666333333333333,0.154404714304844,1.5394230962964,1.16190644976659,1.77167920112472
0.670491666666667,0.145005917170719,1.50099656148514,1.19979960858261,1.75425747743886
0.67465,0.13603869482498,1.46237209925632,1.23844403286664,1.73623328681316
0.678808333333333,0.127491281071509,1.42359445042303,1.27783355981391,1.71762411311927
0.682966666666667,0.119351839788104,1.3847082770289,1.31796076657571,1.69844816289553
0.687125,0.111608485891844,1.34575809175074,1.35881691260615,1.67872435045377
0.691283333333333,0.104249305734227,1.30678818705619,1.40039188045465,1.65847228198271
0.695441666666667,0.0972623769110005,1.2678425642149,1.44267411497922,1.63771223864537
0.6996,0.0906357874724744,1.22896486226445,1.4856505609552,1.61646515866875
0.703758333333333,0.0843576545210508,1.19019828703431,1.52930659905412,1.59475261842378
0.707916666666667,0.0784161421835902,1.15158554033342,1.5736259801671,1.57259681249459
0.712075,0.072799478947152,1.11316874940923,1.61859075804679,1.55002053273619
0.716233333333333,0.0674959743475554,1.07498939678845,1.66418122024213,1.52704714632014
0.720391666666667,0.0624940350011092,1.03708825061185,1.71037581729953,1.50370057276828
0.72455,0.0577821799707752,0.999505295577721,1.75715109020419,1.4800052599749
0.728708333333333,0.0533490554589335,0.962279664611155,1.80448159603507,1.45598615921819
0.732866666666667,0.049183448819826,0.925449571378159,1.85233983180654,1.43166869916221
0.737025,0.045274301885667,0.889052243766253,1.9006961564701,1.4070787588511
0.741183333333333,0.041610723601313,0.853123858455215,1.9495187110487,1.38224263969746
