"x","observed","bin","bb","ln","km","bern"
0,0.0981645944345767,0.0464312816745071,0.121687913164574,0.120370154739399,0.127857090149897,0.10047006152863
1,0.191474245115453,0.173741558888054,0.194872066207388,0.201172644408321,0.191769594967211,0.208698856673661
2,0.280521018354056,0.284429614816625,0.210089977139218,0.212796273018317,0.205220419685133,0.241300325811267
3,0.181527531083481,0.266077323788918,0.183691512970336,0.18076654698129,0.181712483555301,0.197476527965731
4,0.133333333333333,0.155568237594379,0.136532622483311,0.132146436297624,0.137400562120403,0.123030181578563
5,0.0460627590290112,0.0582121947496324,0.0863760813503176,0.0840600216060472,0.0880963358757955,0.0596666431920938
6,0.0228537596210776,0.0136140403319529,0.0450031935032055,0.0451961478380659,0.0460703055039292,0.0242011325526438
7,0.0169330965068088,0.00181937424876289,0.0176830214323885,0.0188107448843009,0.0178957703941847,0.0152985393069586
8,0.0291296625222025,0.000106373907168871,0.00406361174926085,0.00468103022671595,0.00397743778147592,0.02985773139045
